neighbourhood_group,room_type,price,availability_365
Queens,Entire home_apt,120,346
Brooklyn,Private room,69,0
Queens,Private room,50,0
Manhattan,Entire home_apt,125,0
Brooklyn,Private room,50,88
Brooklyn,Private room,85,299
Queens,Private room,59,352
Manhattan,Entire home_apt,130,308
Manhattan,Entire home_apt,104,80
Queens,Entire home_apt,95,332
Manhattan,Entire home_apt,199,43
Bronx,Private room,105,365
Brooklyn,Private room,34,92
Brooklyn,Entire home_apt,120,0
Bronx,Entire home_apt,87,0
Queens,Entire home_apt,125,158
Brooklyn,Entire home_apt,170,0
Manhattan,Entire home_apt,250,0
Manhattan,Private room,55,0
Queens,Private room,80,253
Queens,Entire home_apt,95,332
Manhattan,Private room,150,273
Brooklyn,Entire home_apt,140,192
Brooklyn,Entire home_apt,150,242
Manhattan,Entire home_apt,159,0
Manhattan,Entire home_apt,95,245
Brooklyn,Entire home_apt,159,365
Brooklyn,Private room,65,0
Brooklyn,Entire home_apt,100,0
Manhattan,Private room,85,0
Brooklyn,Entire home_apt,175,2
Brooklyn,Entire home_apt,175,0
Brooklyn,Entire home_apt,260,363
Brooklyn,Entire home_apt,80,19
Brooklyn,Private room,69,66
Brooklyn,Entire home_apt,100,89
Queens,Private room,85,84
Brooklyn,Entire home_apt,95,0
Manhattan,Entire home_apt,160,333
Brooklyn,Private room,49,0
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,150,331
Manhattan,Entire home_apt,115,342
Queens,Private room,113,365
Manhattan,Entire home_apt,110,323
Manhattan,Private room,75,0
Manhattan,Entire home_apt,250,0
Bronx,Private room,50,0
Brooklyn,Entire home_apt,81,318
Manhattan,Private room,69,129
Brooklyn,Private room,125,0
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,150,358
Manhattan,Entire home_apt,175,281
Brooklyn,Private room,49,362
Manhattan,Entire home_apt,191,55
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,216,295
Brooklyn,Entire home_apt,200,0
Brooklyn,Private room,119,0
Manhattan,Entire home_apt,118,341
Manhattan,Private room,95,355
Brooklyn,Entire home_apt,110,12
Brooklyn,Entire home_apt,170,302
Manhattan,Entire home_apt,99,0
Brooklyn,Entire home_apt,172,342
Queens,Private room,75,0
Brooklyn,Private room,50,0
Brooklyn,Private room,77,365
Brooklyn,Entire home_apt,125,32
Queens,Private room,75,348
Manhattan,Entire home_apt,350,0
Brooklyn,Private room,55,261
Brooklyn,Entire home_apt,99,321
Brooklyn,Entire home_apt,545,227
Manhattan,Private room,70,244
Brooklyn,Private room,250,365
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,55,19
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,95,226
Manhattan,Entire home_apt,175,312
Manhattan,Entire home_apt,200,2
Manhattan,Entire home_apt,190,0
Brooklyn,Private room,65,0
Brooklyn,Entire home_apt,400,300
Brooklyn,Entire home_apt,95,0
Manhattan,Entire home_apt,197,166
Brooklyn,Entire home_apt,395,9
Brooklyn,Private room,100,365
Brooklyn,Entire home_apt,200,0
Brooklyn,Entire home_apt,165,0
Brooklyn,Entire home_apt,145,0
Brooklyn,Entire home_apt,75,174
Manhattan,Entire home_apt,180,25
Manhattan,Private room,73,153
Manhattan,Private room,87,132
Manhattan,Private room,74,169
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,199,37
Brooklyn,Private room,65,0
Manhattan,Entire home_apt,160,0
Brooklyn,Private room,175,0
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,195,331
Brooklyn,Private room,99,365
Brooklyn,Entire home_apt,175,171
Manhattan,Entire home_apt,190,0
Brooklyn,Entire home_apt,99,66
Manhattan,Private room,100,0
Brooklyn,Entire home_apt,199,0
Brooklyn,Entire home_apt,199,23
Queens,Entire home_apt,100,319
Queens,Shared room,45,38
Manhattan,Private room,72,219
Manhattan,Entire home_apt,129,179
Brooklyn,Entire home_apt,100,317
Brooklyn,Entire home_apt,85,0
Brooklyn,Private room,70,0
Brooklyn,Entire home_apt,100,0
Brooklyn,Entire home_apt,160,0
Manhattan,Entire home_apt,185,365
Brooklyn,Entire home_apt,162,0
Queens,Private room,80,0
Manhattan,Private room,200,0
Brooklyn,Private room,45,247
Brooklyn,Entire home_apt,129,188
Brooklyn,Private room,55,0
Brooklyn,Private room,68,14
Brooklyn,Entire home_apt,120,0
Brooklyn,Private room,55,0
Brooklyn,Private room,50,0
Brooklyn,Private room,50,0
Brooklyn,Entire home_apt,150,0
Brooklyn,Entire home_apt,140,252
Manhattan,Entire home_apt,136,220
Manhattan,Private room,92,0
Manhattan,Private room,125,9
Brooklyn,Private room,48,0
Manhattan,Private room,82,138
Manhattan,Entire home_apt,150,0
Brooklyn,Entire home_apt,90,0
Brooklyn,Entire home_apt,117,6
Manhattan,Private room,71,156
Manhattan,Entire home_apt,390,9
Staten Island,Private room,58,279
Queens,Private room,50,0
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,150,0
Manhattan,Private room,80,121
Brooklyn,Private room,115,8
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,95,336
Brooklyn,Private room,85,0
Brooklyn,Entire home_apt,180,291
Manhattan,Entire home_apt,149,0
Manhattan,Entire home_apt,200,0
Manhattan,Private room,69,285
Manhattan,Private room,85,198
Brooklyn,Entire home_apt,117,280
Manhattan,Entire home_apt,219,122
Queens,Entire home_apt,100,216
Brooklyn,Entire home_apt,320,242
Manhattan,Private room,95,335
Brooklyn,Private room,110,345
Manhattan,Entire home_apt,105,60
Brooklyn,Entire home_apt,134,32
Brooklyn,Private room,45,90
Manhattan,Entire home_apt,200,166
Manhattan,Private room,110,80
Manhattan,Entire home_apt,150,283
Brooklyn,Entire home_apt,149,255
Manhattan,Private room,85,329
Brooklyn,Entire home_apt,200,0
Queens,Entire home_apt,170,355
Bronx,Private room,40,343
Manhattan,Private room,70,0
Manhattan,Private room,95,254
Manhattan,Private room,95,266
Manhattan,Private room,350,0
Brooklyn,Entire home_apt,165,297
Brooklyn,Entire home_apt,120,13
Manhattan,Private room,130,0
Brooklyn,Private room,40,335
Brooklyn,Entire home_apt,130,206
Manhattan,Entire home_apt,120,245
Brooklyn,Entire home_apt,90,0
Brooklyn,Private room,120,328
Manhattan,Shared room,115,365
Manhattan,Entire home_apt,150,0
Manhattan,Private room,170,364
Brooklyn,Entire home_apt,124,238
Manhattan,Entire home_apt,104,101
Manhattan,Entire home_apt,99,135
Manhattan,Private room,85,88
Brooklyn,Entire home_apt,158,278
Manhattan,Entire home_apt,400,0
Manhattan,Shared room,100,363
Brooklyn,Entire home_apt,115,0
Bronx,Private room,55,19
Manhattan,Private room,72,153
Manhattan,Entire home_apt,170,252
Brooklyn,Entire home_apt,150,280
Manhattan,Private room,39,233
Queens,Private room,49,1
Queens,Private room,39,318
Manhattan,Entire home_apt,200,336
Brooklyn,Entire home_apt,185,0
Manhattan,Entire home_apt,200,35
Brooklyn,Private room,110,0
Brooklyn,Entire home_apt,275,0
Brooklyn,Private room,105,59
Manhattan,Entire home_apt,260,232
Brooklyn,Entire home_apt,175,0
Brooklyn,Entire home_apt,90,295
Brooklyn,Entire home_apt,125,0
Queens,Entire home_apt,239,355
Manhattan,Entire home_apt,195,10
Bronx,Private room,53,44
Manhattan,Private room,99,4
Manhattan,Private room,52,0
Manhattan,Entire home_apt,130,13
Manhattan,Entire home_apt,325,0
Brooklyn,Entire home_apt,135,35
Brooklyn,Private room,85,3
Manhattan,Private room,68,87
Queens,Private room,45,0
Manhattan,Entire home_apt,87,365
Brooklyn,Private room,89,188
Brooklyn,Entire home_apt,150,308
Manhattan,Entire home_apt,124,0
Manhattan,Entire home_apt,169,0
Queens,Private room,125,332
Queens,Private room,145,358
Brooklyn,Private room,75,0
Brooklyn,Private room,75,0
Manhattan,Entire home_apt,87,340
Queens,Private room,50,54
Manhattan,Entire home_apt,150,313
Manhattan,Private room,95,365
Manhattan,Entire home_apt,200,188
Manhattan,Entire home_apt,120,0
Manhattan,Entire home_apt,325,71
Manhattan,Entire home_apt,165,0
Manhattan,Entire home_apt,140,342
Brooklyn,Private room,33,255
Manhattan,Entire home_apt,169,0
Brooklyn,Entire home_apt,75,27
Manhattan,Entire home_apt,190,0
Queens,Private room,39,237
Brooklyn,Entire home_apt,165,322
Queens,Private room,79,297
Manhattan,Entire home_apt,125,297
Manhattan,Entire home_apt,349,0
Brooklyn,Private room,130,0
Brooklyn,Private room,40,278
Brooklyn,Entire home_apt,76,0
Brooklyn,Entire home_apt,50,0
Brooklyn,Private room,45,197
Brooklyn,Entire home_apt,80,0
Manhattan,Entire home_apt,265,334
Brooklyn,Shared room,65,0
Brooklyn,Entire home_apt,90,0
Manhattan,Private room,115,31
Manhattan,Entire home_apt,145,0
Brooklyn,Private room,45,327
Queens,Private room,50,308
Brooklyn,Private room,72,71
Queens,Private room,50,311
Brooklyn,Private room,57,58
Manhattan,Entire home_apt,225,0
Brooklyn,Private room,80,0
Queens,Entire home_apt,120,300
Brooklyn,Entire home_apt,450,0
Manhattan,Entire home_apt,249,58
Manhattan,Entire home_apt,100,0
Brooklyn,Entire home_apt,225,0
Bronx,Entire home_apt,95,0
Brooklyn,Entire home_apt,90,4
Brooklyn,Entire home_apt,101,0
Brooklyn,Entire home_apt,246,0
Brooklyn,Entire home_apt,120,188
Brooklyn,Entire home_apt,150,88
Brooklyn,Entire home_apt,119,0
Manhattan,Entire home_apt,150,0
Manhattan,Private room,80,118
Brooklyn,Entire home_apt,189,0
Brooklyn,Private room,90,0
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,120,225
Manhattan,Private room,149,354
Manhattan,Entire home_apt,130,365
Brooklyn,Private room,35,0
Brooklyn,Entire home_apt,139,353
Brooklyn,Entire home_apt,100,0
Manhattan,Private room,65,336
Manhattan,Entire home_apt,200,0
Manhattan,Entire home_apt,99,0
Brooklyn,Entire home_apt,115,337
Queens,Private room,149,358
Brooklyn,Entire home_apt,135,10
Brooklyn,Private room,150,0
Manhattan,Private room,105,288
Brooklyn,Entire home_apt,75,0
Manhattan,Entire home_apt,175,0
Brooklyn,Entire home_apt,135,0
Brooklyn,Private room,72,88
Brooklyn,Private room,60,0
Brooklyn,Private room,97,0
Manhattan,Entire home_apt,860,365
Manhattan,Private room,200,0
Manhattan,Entire home_apt,98,33
Manhattan,Entire home_apt,87,365
Manhattan,Entire home_apt,150,331
Brooklyn,Private room,50,79
Manhattan,Entire home_apt,185,310
Manhattan,Entire home_apt,225,0
Brooklyn,Entire home_apt,151,318
Brooklyn,Entire home_apt,75,10
Manhattan,Entire home_apt,110,0
Brooklyn,Entire home_apt,150,294
Manhattan,Entire home_apt,145,0
Manhattan,Entire home_apt,250,4
Queens,Private room,170,90
Brooklyn,Entire home_apt,145,14
Manhattan,Entire home_apt,200,0
Brooklyn,Private room,50,0
Manhattan,Private room,250,365
Manhattan,Entire home_apt,229,0
Manhattan,Entire home_apt,129,0
Manhattan,Entire home_apt,250,281
Manhattan,Entire home_apt,168,283
Manhattan,Private room,80,196
Brooklyn,Entire home_apt,104,159
Brooklyn,Entire home_apt,100,0
Manhattan,Private room,95,127
Queens,Private room,95,267
Brooklyn,Entire home_apt,200,0
Manhattan,Entire home_apt,180,0
Bronx,Private room,100,207
Manhattan,Entire home_apt,195,178
Manhattan,Entire home_apt,299,0
Brooklyn,Private room,45,92
Manhattan,Private room,139,365
Manhattan,Entire home_apt,200,0
Staten Island,Entire home_apt,70,256
Brooklyn,Private room,50,0
Brooklyn,Private room,42,0
Brooklyn,Entire home_apt,116,35
Manhattan,Entire home_apt,200,0
Manhattan,Private room,129,365
Brooklyn,Private room,125,270
Brooklyn,Private room,55,0
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,165,159
Manhattan,Entire home_apt,199,0
Manhattan,Entire home_apt,150,0
Brooklyn,Private room,95,0
Brooklyn,Private room,90,365
Manhattan,Entire home_apt,120,64
Brooklyn,Private room,40,190
Brooklyn,Private room,75,311
Brooklyn,Private room,68,0
Brooklyn,Private room,75,365
Manhattan,Entire home_apt,45,0
Manhattan,Shared room,45,0
Brooklyn,Private room,65,21
Brooklyn,Private room,75,347
Manhattan,Private room,84,0
Manhattan,Entire home_apt,130,0
Brooklyn,Private room,50,0
Manhattan,Private room,150,365
Brooklyn,Private room,95,365
Manhattan,Entire home_apt,300,0
Manhattan,Entire home_apt,113,258
Manhattan,Entire home_apt,145,219
Brooklyn,Entire home_apt,150,0
Manhattan,Private room,90,155
Manhattan,Entire home_apt,95,204
Manhattan,Entire home_apt,118,282
Brooklyn,Entire home_apt,75,0
Manhattan,Entire home_apt,225,85
Brooklyn,Private room,81,364
Brooklyn,Entire home_apt,190,0
Brooklyn,Private room,75,0
Brooklyn,Private room,59,189
Manhattan,Private room,99,361
Brooklyn,Entire home_apt,270,0
Manhattan,Entire home_apt,140,83
Manhattan,Entire home_apt,275,0
Brooklyn,Entire home_apt,1000,0
Brooklyn,Entire home_apt,120,0
Brooklyn,Entire home_apt,125,0
Brooklyn,Private room,75,271
Manhattan,Entire home_apt,117,7
Manhattan,Entire home_apt,80,0
Queens,Private room,60,0
Brooklyn,Private room,103,192
Queens,Entire home_apt,65,0
Bronx,Private room,45,0
Queens,Private room,70,282
Manhattan,Entire home_apt,90,124
Manhattan,Entire home_apt,225,0
Manhattan,Entire home_apt,125,3
Brooklyn,Entire home_apt,175,19
Manhattan,Entire home_apt,195,0
Manhattan,Private room,130,235
Brooklyn,Private room,96,0
Brooklyn,Private room,129,298
Manhattan,Entire home_apt,200,100
Manhattan,Private room,95,0
Manhattan,Entire home_apt,189,9
Manhattan,Entire home_apt,450,121
Manhattan,Entire home_apt,264,0
Queens,Private room,45,188
Brooklyn,Entire home_apt,150,0
Manhattan,Entire home_apt,540,350
Brooklyn,Private room,95,365
Manhattan,Entire home_apt,230,0
Queens,Private room,65,302
Brooklyn,Private room,70,0
Manhattan,Entire home_apt,160,8
Brooklyn,Entire home_apt,200,0
Brooklyn,Entire home_apt,138,0
Bronx,Entire home_apt,155,332
Bronx,Private room,75,349
Manhattan,Private room,39,292
Brooklyn,Entire home_apt,115,283
Manhattan,Entire home_apt,110,333
Manhattan,Private room,100,214
Manhattan,Entire home_apt,225,0
Brooklyn,Entire home_apt,125,180
Manhattan,Private room,150,0
Brooklyn,Entire home_apt,199,0
Manhattan,Entire home_apt,250,0
Brooklyn,Entire home_apt,210,180
Staten Island,Entire home_apt,180,263
Manhattan,Entire home_apt,129,0
Manhattan,Private room,90,36
Manhattan,Private room,50,330
Manhattan,Entire home_apt,140,19
Brooklyn,Entire home_apt,150,0
Manhattan,Entire home_apt,233,364
Manhattan,Entire home_apt,170,0
Brooklyn,Private room,60,326
Brooklyn,Entire home_apt,200,0
Brooklyn,Entire home_apt,160,0
Manhattan,Entire home_apt,150,342
Brooklyn,Entire home_apt,140,0
Brooklyn,Private room,65,0
Brooklyn,Private room,60,0
Brooklyn,Entire home_apt,130,83
Brooklyn,Entire home_apt,103,0
Brooklyn,Private room,89,219
Manhattan,Private room,50,0
Queens,Entire home_apt,150,294
Manhattan,Entire home_apt,240,0
Manhattan,Entire home_apt,1400,88
Queens,Entire home_apt,200,364
Manhattan,Private room,88,234
Manhattan,Shared room,75,315
Manhattan,Entire home_apt,500,90
Manhattan,Entire home_apt,125,0
Manhattan,Private room,75,301
Manhattan,Entire home_apt,130,335
Manhattan,Entire home_apt,170,319
Manhattan,Entire home_apt,300,137
Brooklyn,Entire home_apt,115,285
Brooklyn,Entire home_apt,93,226
Brooklyn,Entire home_apt,119,241
Manhattan,Entire home_apt,180,51
Manhattan,Entire home_apt,226,303
Brooklyn,Entire home_apt,155,0
Manhattan,Entire home_apt,115,0
Brooklyn,Private room,50,0
Manhattan,Entire home_apt,600,344
Manhattan,Private room,200,0
Brooklyn,Entire home_apt,157,0
Brooklyn,Entire home_apt,145,269
Queens,Private room,95,0
Manhattan,Entire home_apt,115,0
Queens,Private room,65,2
Manhattan,Entire home_apt,275,0
Queens,Private room,250,123
Manhattan,Private room,95,9
Brooklyn,Entire home_apt,185,9
Manhattan,Private room,55,359
Manhattan,Entire home_apt,350,0
Manhattan,Private room,170,259
Brooklyn,Entire home_apt,100,58
Manhattan,Private room,36,0
Brooklyn,Private room,60,0
Brooklyn,Private room,125,0
Brooklyn,Entire home_apt,120,66
Manhattan,Shared room,90,0
Manhattan,Entire home_apt,129,260
Queens,Entire home_apt,78,107
Manhattan,Entire home_apt,120,0
Manhattan,Private room,99,268
Bronx,Private room,50,261
Manhattan,Private room,16,0
Bronx,Private room,47,71
Brooklyn,Entire home_apt,150,254
Staten Island,Entire home_apt,200,360
Brooklyn,Entire home_apt,125,293
Brooklyn,Entire home_apt,60,59
Queens,Private room,200,88
Brooklyn,Entire home_apt,100,0
Queens,Private room,99,322
Manhattan,Private room,75,198
Brooklyn,Private room,140,185
Bronx,Entire home_apt,90,358
Manhattan,Shared room,59,345
Manhattan,Entire home_apt,111,198
Manhattan,Entire home_apt,80,0
Brooklyn,Private room,80,0
Manhattan,Private room,50,0
Manhattan,Entire home_apt,300,0
Brooklyn,Entire home_apt,90,0
Manhattan,Private room,119,84
Queens,Private room,69,311
Manhattan,Entire home_apt,260,0
Brooklyn,Entire home_apt,185,16
Queens,Entire home_apt,100,0
Manhattan,Shared room,85,0
Manhattan,Private room,135,340
Brooklyn,Private room,169,0
Brooklyn,Private room,38,126
Brooklyn,Private room,90,288
Manhattan,Private room,45,0
Brooklyn,Entire home_apt,149,254
Brooklyn,Entire home_apt,200,0
Manhattan,Entire home_apt,125,278
Brooklyn,Private room,65,6
Brooklyn,Entire home_apt,174,12
Brooklyn,Private room,89,339
Brooklyn,Entire home_apt,150,0
Brooklyn,Private room,75,0
Queens,Private room,58,364
Brooklyn,Private room,103,0
Manhattan,Entire home_apt,383,251
Brooklyn,Private room,40,0
Queens,Private room,76,225
Manhattan,Private room,170,0
Manhattan,Private room,45,357
Brooklyn,Private room,100,352
Manhattan,Entire home_apt,199,17
Manhattan,Entire home_apt,99,1
Brooklyn,Private room,39,273
Queens,Entire home_apt,60,0
Brooklyn,Entire home_apt,130,257
Brooklyn,Entire home_apt,200,303
Brooklyn,Private room,65,0
Manhattan,Private room,105,287
Brooklyn,Entire home_apt,115,0
Manhattan,Entire home_apt,145,0
Brooklyn,Entire home_apt,75,30
Brooklyn,Entire home_apt,250,309
Manhattan,Private room,80,0
Manhattan,Private room,120,304
Brooklyn,Private room,100,0
Manhattan,Private room,125,0
Brooklyn,Entire home_apt,132,0
Brooklyn,Entire home_apt,225,158
Brooklyn,Entire home_apt,175,0
Manhattan,Entire home_apt,225,221
Brooklyn,Entire home_apt,215,250
Brooklyn,Entire home_apt,300,32
Manhattan,Entire home_apt,130,300
Queens,Entire home_apt,110,355
Bronx,Private room,75,364
Brooklyn,Private room,36,0
Brooklyn,Entire home_apt,299,279
Manhattan,Entire home_apt,200,0
Brooklyn,Entire home_apt,110,36
Brooklyn,Entire home_apt,160,226
Brooklyn,Entire home_apt,152,287
Brooklyn,Entire home_apt,145,96
Brooklyn,Private room,120,365
Brooklyn,Entire home_apt,84,224
Manhattan,Entire home_apt,160,0
Brooklyn,Entire home_apt,150,363
Queens,Entire home_apt,180,190
Bronx,Private room,68,365
Manhattan,Entire home_apt,125,1
Brooklyn,Private room,25,0
Brooklyn,Entire home_apt,155,342
Manhattan,Private room,105,0
Brooklyn,Entire home_apt,75,289
